0,0
5920.29,-5761.76
3312.17,6491.43
2695.54,2714.63
-2334.07,5196.31
-3522.91,90.0818
1141.68,-2279.52
2514.25,-50.8953
5828.79,3081.66
-578.912,7025.28
-337.024,3575.04
-1013.05,2582.65
-111.751,2064.74
1689.92,1673.15
-3079.43,4740.29
-4797.95,3138.66
-8071.34,1824.15
-5751.49,-1786.45
-5052.28,-3887.03
-3158.27,-4747.72
-1874.53,-5094.94
247.364,-5152.06
1136.68,-4323.12
2770.72,-3993.51
4391.95,-2494.53
5313.72,-947.882
4056.32,1997.74
1633.82,3774.09
179.782,3159.11
-773.842,1751.47
-1773.6,512.73
-1602.1,-765.654
-1738.26,-1113.16
-574.335,-2777.57
976.695,-3733.08
3845.31,-4447.89
5161.89,-1413.83
5497.59,962.064
4245.87,4070.53
3132.16,3733.01
1601.27,4257.83
-224.225,4281.28
-2542.51,5351.21
-4534.43,3537.66
-4763.68,-273.69
-3474.92,-3499.48
-2708.34,-2861.29
-1521.56,-2333.71
-913.209,-2373.57
703.538,-3621.38
1847.7,-2575.57
3069.37,-2205.22
2277.8,1824.86
1031.19,2602.06
-288.324,2156.8
-546.826,-828.269
-529.208,-449.655
-599.288,-201.336
-311.044,-625.882
239.369,-2044.81
1376.2,-2668.93
2641.8,-2015.04
3156.91,23.7898
2623.2,1978.61
1910.09,1592.97
1787.04,357.794
936.105,2295.17
-164.367,2787.46
-2264.21,4468.91
-3633.7,1905.93
-4018.98,-491.387
-2825.35,-3446.49
-1824.76,-1854.5
-1466.99,-868.315
-782.278,-1704.04
427.109,-3184.34
2088.49,-3164.65
2892.89,-939.249
2517.55,1354.82
1597.59,2517.33
230.855,2336.05
-190.017,77.7322
-876.327,1248.55
-1308.27,1241.75
-2034.95,956.552
-1482.46,-2418.73
185.876,-3840.49
2275.46,-4067.11
3402.5,-400.533
2777.75,2353.33
1441.76,2948.52
368.484,1500.42
-492.42,1649.63
-2221.06,3768.01
-4941.64,4762.5
-6025.79,257.266
-5458.86,-3057.53
-2496.23,-6737.74
-375.092,-4441.94
2681.95,-5029.91
3867.87,-1616.02
6068.43,-2545.53
5765.48,1513.17
5043.75,3157.22
2060.9,6669.67
-2014.66,7862.41
-4992.85,4786.25
-5452.25,-336.718
-4782.71,-2691.51
-3245.93,-4213
-1888.15,-3827.42
1594.1,-6312.39
4764.74,-5205.92
7659.99,-3291.44
6239.7,3042.75
4542.33,5294.98
892.924,7148.9
-852.684,4908.01
-3745.34,4144.95
-5465.78,2054.79
-6931.41,9.75787
-6011.2,-3200.3
-3708.34,-5819.87
-143.668,-7296
3142.37,-6283.9
3685.71,-2688.24
3890.82,-171.67
5572.11,438.789
5134.32,2670.51
3931.4,4390.04
348.759,6456.83
-2059.81,5508.33
-2823.37,2825.2
-2584.07,376.218
-2620.47,-788.383
-4214.59,-515.037
-2156.32,-3230.3
41.305,-4203.67
2836.13,-4194.82
2610.27,-1292.33
2538.43,389.97
1203.42,1990.89
491.252,2109.33
12.4857,1726.43
-957.741,1648.81
-3177.73,1892.23
-3955.59,271.84
-2031.06,-2417.45
1354.01,-4152.5
2741.47,-2734.85
4207.12,-1351.8
2633.5,1572.9
3441.11,1935.54
2443.01,3078.83
2296.79,3236.36
-1976.18,4649.27
-3340.52,3027.92
-4152.64,916.715
-3428.73,-1360.73
-2571.68,-2869.59
-783.271,-3860.48
702.744,-3644.56
1517.72,-2644.94
2609.13,-1565.53
3670.65,-317.973
2571.36,1547.67
844.873,2757.75
-2257.99,3263.16
-2344.35,1645.59
-2729.1,265.771
-487.065,-1276.57
-342.188,-1371.38
-1179.22,-1029.42
946.592,-1714.24
3588.44,-1264.52
5894.78,306.061
4811.7,3005.75
3534.01,4873.01
-218.101,6017.37
-1916.08,5041.6
-2233.33,3239.25
-3912.49,1870.79
-5836.38,-147.715
-6175.33,-2789.3
-3584.73,-5366.11
-60.4527,-6515.99
2286.81,-5735.85
2861.55,-3874.09
2230.95,-1826.87
4022.63,-656.908
4177.24,1238.87
4543.59,2967.95
-361.961,4900.89
-1172.95,4158.25
-2462.95,3091.14
-747.936,1410.5
69.0797,740.586
-378.178,735.136
-632.911,440.878
-568.347,55.6311
2506.23,-385.714
2384.14,737.249
742.158,1826.7
-1326,1955.86
-3366.76,1156.43
-2591.34,-627.012
-2455.74,-1789.27
-1848.76,-2691.01
-3971.29,-3183.11
-168.065,-4680.57
1592.86,-4248.95
3876.17,-2949.36
3746.05,-819.766
3775.06,1086.61
2625.68,2728.34
2788.23,3580.97
2692.16,4403.84
-1063.44,5203.72
-3191.5,4144.69
-3522.81,2113.05
-3595.49,202.678
-1487.72,-1558.18
-1793.86,-2042.7
255.174,-2653.96
-150.067,-2196.23
1786.95,-2052.77
3027.97,-1049.3
2663.16,512.171
872.84,1724.68
257.424,1934.5
-336.719,1819.08
-1417.33,1416.97
-1540.18,591.307
-1840.89,-201.435
-3176.95,-970.866
-811.887,-2365.6
795.791,-2480.69
2903.36,-1882.24
2095.27,-320.653
2983.84,739.971
481.371,2037.24
503.273,2053.73
944.429,1962.56
188.517,2177.55
-2249.46,2070.12
-4323.37,783.66
-2064.76,-1320.83
-216.349,-2192.87
1398.07,-2041.76
1779.59,-1171.59
71.192,-134.837
1391.88,-76.7082
1510.72,544.724
3141.95,1239.79
-631.672,2476.51
-2472.07,1949.19
-3733.61,495.387
-1672.45,-1210.1
-699.306,-1887.37
-1221.43,-1971.62
-1088.87,-2324.7
-1170.44,-2637.31
2117.07,-2691.84
3748.01,-1344.18
3092.08,542.79
1126.24,1836.97
-347.836,2184.04
1483.86,1921.83
1032.76,2436.9
1142.16,2787.72
-2107.46,2746.94
-3206.36,1491.83
-2475.36,-223.567
-1231.03,-1274.65
-111.699,-1745.66
-2922.14,-1941.88
415.518,-2997.21
-467.098,-2675.42
2445.35,-2366.35
85.755,-1331.22
1669.42,-934.817
85.0623,-291.937
721.269,-111.949
1321.86,280.815
-145.719,828.007
-437.513,679.093
-2161.69,170.419
1600.53,-410.747
1993.74,346.089
1565.38,1359.32
1852.49,2017.68
-1424.81,2378.48
1242.1,1842.3
-2612.29,1813.04
107.431,830.926
-5531.02,-141.622
-1785.46,-2130.04
